time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-25T21:23:53.950Z,19.3961658,-155.2776642,1.4,3.03,ml,12,141,0.003878,0.16,hv,hv70320401,2018-06-25T21:29:41.890Z,"5km SW of Volcano, Hawaii",earthquake,0.32,0.33,0.7,19,automatic,hv,hv
2018-06-25T21:16:40.510Z,19.4169998,-155.2680054,0.59,2.53,ml,26,56,0.008974,0.26,hv,hv70320381,2018-06-25T21:22:27.560Z,"3km WSW of Volcano, Hawaii",earthquake,0.23,0.26,0.39,18,automatic,hv,hv
2018-06-25T21:16:25.120Z,19.4204998,-155.2618408,0.78,2.54,ml,10,118,0.002663,0.13,hv,hv70320376,2018-06-25T21:22:13.160Z,"2km WSW of Volcano, Hawaii",earthquake,0.48,0.18,0.45,17,automatic,hv,hv
2018-06-25T21:12:17.290Z,19.4139996,-155.2753296,0.5,2.63,ml,36,41,0.009041,0.23,hv,hv70320361,2018-06-25T21:18:10.190Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.16,0.4,20,automatic,hv,hv
2018-06-25T21:07:47.610Z,19.3969994,-155.2783356,1.41,2.67,ml,22,46,0.004717,0.15,hv,hv70320336,2018-06-25T21:13:43.460Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.18,0.3,14,automatic,hv,hv
2018-06-25T21:04:04.620Z,19.4290009,-155.306839,2.82,2.96,ml,7,193,0.01681,0.11,hv,hv70320326,2018-06-26T00:01:31.698Z,"7km W of Volcano, Hawaii",earthquake,0.88,1.11,0.38,10,automatic,hv,hv
2018-06-25T21:02:46.470Z,19.4020004,-155.2661591,0.59,2.75,ml,36,36,0.003741,0.21,hv,hv70320321,2018-06-26T00:09:14.790Z,"4km SW of Volcano, Hawaii",earthquake,0.16,0.15,2.86,30,automatic,hv,hv
2018-06-25T21:01:03.650Z,19.4216671,-155.263504,-0.38,2.57,ml,13,66,0.006672,0.23,hv,hv70320316,2018-06-26T00:10:12.336Z,"2km WSW of Volcano, Hawaii",earthquake,0.47,0.27,2.36,16,automatic,hv,hv
2018-06-25T21:01:02.300Z,19.4108334,-155.2740021,0.81,2.61,ml,30,39,0.0117,0.24,hv,hv70320311,2018-06-25T21:06:57.290Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.17,2.74,24,automatic,hv,hv
2018-06-25T20:55:48.840Z,60.7828,-44.0023,10.91,4,mb,,128,0.787,0.85,us,us1000f1k4,2018-06-25T21:50:21.040Z,"98km NE of Nanortalik, Greenland",earthquake,5.8,4.4,0.104,25,reviewed,us,us
2018-06-25T20:54:30.910Z,19.4191666,-155.277832,0.59,2.53,ml,31,47,0.005569,0.2,hv,hv70320286,2018-06-25T21:00:20.180Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.16,0.45,22,automatic,hv,hv
2018-06-25T20:44:35.490Z,19.3648338,-155.2310028,2.21,2.49,ml,6,117,0.01256,0.11,hv,hv70320251,2018-06-26T00:15:01.518Z,"7km S of Volcano, Hawaii",earthquake,1.56,1.19,0.38,5,automatic,hv,hv
2018-06-25T20:42:18.580Z,19.4206657,-155.2725067,1.2,2.64,ml,27,40,0.006288,0.29,hv,hv70320241,2018-06-25T20:48:07.230Z,"3km WSW of Volcano, Hawaii",earthquake,0.37,0.25,0.4,15,automatic,hv,hv
2018-06-25T20:39:46.210Z,19.3933334,-155.2709961,0.72,2.79,ml,35,43,0.003215,0.25,hv,hv70320236,2018-06-25T20:45:43.200Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.2,3.23,23,automatic,hv,hv
2018-06-25T20:39:39.440Z,19.4023342,-155.2810059,0.48,2.8,ml,29,64,0.009815,0.29,hv,hv70320231,2018-06-25T20:45:28.270Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.19,2.87,31,automatic,hv,hv
2018-06-25T20:39:25.580Z,19.4200001,-155.2733307,0.15,2.86,ml,20,39,0.006206,0.1,hv,hv70320226,2018-06-25T20:45:16.130Z,"3km WSW of Volcano, Hawaii",earthquake,0.17,0.13,2.44,30,automatic,hv,hv
2018-06-25T20:34:20.850Z,19.4165001,-155.2823334,0.59,2.47,ml,23,45,0.002026,0.2,hv,hv70320211,2018-06-25T20:40:07.490Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.14,0.37,14,automatic,hv,hv
2018-06-25T20:33:13.170Z,19.4021664,-155.2681732,1.02,2.47,ml,26,65,0.004396,0.26,hv,hv70320201,2018-06-25T20:39:02.680Z,"4km SW of Volcano, Hawaii",earthquake,0.34,0.31,0.24,14,automatic,hv,hv
2018-06-25T20:31:35.000Z,19.3920002,-155.2666626,1.79,2.68,ml,23,75,0.006238,0.19,hv,hv70320196,2018-06-25T20:37:24.480Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.29,0.42,15,automatic,hv,hv
2018-06-25T20:30:58.840Z,19.428833,-155.3041687,-1.14,2.53,ml,7,143,0.01455,0.23,hv,hv70320191,2018-06-25T20:36:46.030Z,"6km W of Volcano, Hawaii",earthquake,0.4,1.13,0.3,10,automatic,hv,hv
2018-06-25T20:27:34.840Z,19.4109993,-155.2558289,-0.1,2.99,ml,41,47,0.003971,0.25,hv,hv70320186,2018-06-25T21:56:22.040Z,"3km SSW of Volcano, Hawaii",earthquake,0.25,0.17,3.2,33,automatic,hv,hv
2018-06-25T20:23:47.720Z,19.4155006,-155.2624969,0.41,2.59,ml,28,93,0.004201,0.26,hv,hv70320176,2018-06-25T21:16:26.738Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.21,0.42,17,automatic,hv,hv
2018-06-25T20:18:06.780Z,19.4134998,-155.2828369,0.77,2.48,ml,42,28,0.004308,0.27,hv,hv70320161,2018-06-25T20:23:52.380Z,"5km WSW of Volcano, Hawaii",earthquake,0.22,0.16,2.53,28,automatic,hv,hv
2018-06-25T20:17:59.800Z,19.4283333,-155.2741699,1.04,2.54,ml,7,117,0.006249,0.07,hv,hv70320156,2018-06-25T21:16:10.475Z,"3km W of Volcano, Hawaii",earthquake,0.36,0.73,1.94,25,automatic,hv,hv
2018-06-25T20:17:31.490Z,19.4071674,-155.2400055,-0.33,2.5,ml,8,163,0.01938,0.16,hv,hv70320151,2018-06-25T20:23:18.290Z,"2km S of Volcano, Hawaii",earthquake,0.55,1.86,2.02,25,automatic,hv,hv
2018-06-25T20:14:56.030Z,19.4244995,-155.2651672,0.39,2.46,ml,18,124,0.003495,0.16,hv,hv70320146,2018-06-25T21:11:18.431Z,"2km WSW of Volcano, Hawaii",earthquake,0.28,0.15,0.32,13,automatic,hv,hv
2018-06-25T20:07:24.880Z,19.4275,-155.2841,2.26,2.5,ml,,31,0.009,0.34,us,us1000f1ic,2018-06-25T22:53:12.040Z,"4km W of Volcano, Hawaii",earthquake,0.8,5.9,0.057,41,reviewed,us,us
2018-06-25T20:00:12.760Z,19.4158325,-155.2630005,0.29,2.5,ml,25,89,0.004751,0.24,hv,hv70320101,2018-06-25T20:06:04.010Z,"3km WSW of Volcano, Hawaii",earthquake,0.22,0.18,0.43,15,automatic,hv,hv
2018-06-25T20:00:08.880Z,19.3945007,-155.2779999,1.89,2.5,ml,13,88,0.004202,0.22,hv,hv70320096,2018-06-25T20:05:56.640Z,"5km SW of Volcano, Hawaii",earthquake,0.47,0.47,0.56,17,automatic,hv,hv
2018-06-25T19:57:37.230Z,19.4179993,-155.2545013,0.73,2.45,ml,16,164,0.007767,0.18,hv,hv70320086,2018-06-25T20:03:24.460Z,"2km SW of Volcano, Hawaii",earthquake,0.43,0.33,3.87,3,automatic,hv,hv
2018-06-25T19:54:13.860Z,19.4038334,-155.2636719,1.05,2.49,ml,19,57,0.008958,0.13,hv,hv70320076,2018-06-25T19:59:57.990Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.17,0.33,14,automatic,hv,hv
2018-06-25T19:53:50.770Z,19.4311676,-155.2745056,2.08,2.48,ml,12,239,0.007617,0.21,hv,hv70320071,2018-06-25T21:00:57.171Z,"3km W of Volcano, Hawaii",earthquake,1.02,0.8,0.28,15,automatic,hv,hv
2018-06-25T19:51:03.390Z,19.4178333,-155.2695007,0.63,2.93,ml,41,29,0.009355,0.23,hv,hv70320066,2018-06-25T19:56:52.680Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.17,2.9,31,automatic,hv,hv
2018-06-25T19:46:51.700Z,36.705,67.2456,24.43,4.2,mb,,97,2.399,0.81,us,us1000f1hl,2018-06-25T22:49:58.920Z,"12km E of Mazar-e Sharif, Afghanistan",earthquake,6.3,8,0.186,8,reviewed,us,us
2018-06-25T19:46:16.040Z,19.3934994,-155.2676697,0.71,3.01,ml,17,62,0.004965,0.26,hv,hv70320046,2018-06-25T21:34:54.908Z,"5km SW of Volcano, Hawaii",earthquake,0.4,0.27,0.42,9,automatic,hv,hv
2018-06-25T19:42:07.880Z,19.398,-155.2716667,0.58,4.28,ml,18,62,0.003215,0.09,hv,hv70320041,2018-06-25T22:38:51.040Z,"5km SW of Volcano, Hawaii",earthquake,0.17,0.32,0.184,3,reviewed,hv,hv
2018-06-25T19:41:44.050Z,19.4003333,-155.2731667,0.67,3.72,ml,21,50,0.01592,0.05,hv,hv70320036,2018-06-25T21:55:26.505Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.23,0.202,11,reviewed,hv,hv
2018-06-25T19:40:45.280Z,19.4316673,-155.2534943,0.82,2.55,ml,13,158,0.01109,0.13,hv,hv70320031,2018-06-25T19:46:34.040Z,"1km W of Volcano, Hawaii",earthquake,0.25,0.24,0.4,11,automatic,hv,hv
2018-06-25T19:36:50.970Z,19.430666,-155.2891693,-0.58,2.94,ml,19,57,0.009825,0.24,hv,hv70320021,2018-06-25T19:42:39.830Z,"5km W of Volcano, Hawaii",earthquake,0.26,0.33,0.42,4,automatic,hv,hv
2018-06-25T19:33:42.230Z,19.4044991,-155.2618408,1.63,3.2,ml,21,84,0.007375,0.26,hv,hv70320016,2018-06-25T19:58:32.774Z,"3km SW of Volcano, Hawaii",earthquake,0.43,0.33,2.35,18,automatic,hv,hv
2018-06-25T19:32:37.560Z,19.4263325,-155.2769928,0.36,3.25,ml,16,83,0.00166,0.21,hv,hv70320011,2018-06-25T20:04:16.707Z,"4km W of Volcano, Hawaii",earthquake,0.28,0.24,0.42,13,automatic,hv,hv
2018-06-25T19:31:30.290Z,19.4016666,-155.2684937,0.59,2.89,ml,43,35,0.004124,0.22,hv,hv70320006,2018-06-25T20:02:37.965Z,"4km SW of Volcano, Hawaii",earthquake,0.15,0.17,3.26,32,automatic,hv,hv
2018-06-25T19:31:21.250Z,19.3998337,-155.2689972,1.12,2.81,ml,31,45,0.003216,0.19,hv,hv70320001,2018-06-25T19:37:07.450Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.19,3.2,33,automatic,hv,hv
2018-06-25T19:25:41.440Z,19.4156666,-155.2769928,0.76,2.72,ml,41,36,0.006993,0.17,hv,hv70319991,2018-06-25T19:31:31.020Z,"4km WSW of Volcano, Hawaii",earthquake,0.25,0.13,0.39,16,automatic,hv,hv
2018-06-25T19:23:48.210Z,19.3908329,-155.2701721,-0.29,2.75,ml,17,64,0.005576,0.39,hv,hv70319986,2018-06-25T19:29:35.690Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.27,0.43,11,automatic,hv,hv
2018-06-25T19:23:37.589Z,56.9684,-158.5827,3.6,3.1,ml,,,,0.77,ak,ak19801596,2018-06-25T19:46:24.783Z,"80km N of Chignik Lake, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-06-25T19:20:34.460Z,19.392334,-155.2660065,-0.39,2.68,ml,29,42,0.005877,0.32,hv,hv70319976,2018-06-25T19:26:20.600Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.29,0.45,18,automatic,hv,hv
2018-06-25T19:18:45.920Z,19.4023342,-155.2873383,-0.26,2.57,ml,25,51,0.01269,0.27,hv,hv70319971,2018-06-25T19:24:32.230Z,"6km WSW of Volcano, Hawaii",earthquake,0.21,0.29,0.33,13,automatic,hv,hv
2018-06-25T19:15:58.200Z,19.4101658,-155.2701721,0.23,2.84,ml,44,36,0.009903,0.28,hv,hv70319966,2018-06-25T19:21:45.470Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.2,2.87,31,automatic,hv,hv
2018-06-25T19:15:28.460Z,19.4319992,-155.2890015,0.28,2.76,ml,8,99,0.01116,0.19,hv,hv70319961,2018-06-25T19:21:13.540Z,"5km W of Volcano, Hawaii",earthquake,0.85,0.68,2.49,30,automatic,hv,hv
2018-06-25T19:13:07.690Z,19.4064999,-155.2706604,0.75,2.54,ml,29,34,0.009304,0.2,hv,hv70319956,2018-06-25T19:18:54.110Z,"4km SW of Volcano, Hawaii",earthquake,0.29,0.22,2.19,18,automatic,hv,hv
2018-06-25T19:11:10.770Z,19.4069996,-155.2774963,-0.34,2.92,ml,26,47,0.01213,0.22,hv,hv70319951,2018-06-25T19:16:57.130Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.21,0.34,17,automatic,hv,hv
2018-06-25T19:09:33.770Z,19.4146671,-155.2638397,-1.06,2.74,ml,38,60,0.004536,0.39,hv,hv70319946,2018-06-25T21:07:31.543Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.16,2.57,28,automatic,hv,hv
2018-06-25T19:06:29.150Z,19.2051659,-155.4281616,32.52,2.52,ml,27,139,0.04329,0.11,hv,hv70319931,2018-06-25T19:12:15.110Z,"5km E of Pahala, Hawaii",earthquake,0.5,0.91,0.41,4,automatic,hv,hv
2018-06-25T18:57:10.430Z,19.3980007,-155.2598267,0.54,2.46,ml,22,66,0.005862,0.29,hv,hv70319886,2018-06-25T19:02:59.330Z,"4km SSW of Volcano, Hawaii",earthquake,0.31,0.27,0.45,13,automatic,hv,hv
2018-06-25T18:56:41.230Z,19.4228325,-155.2623291,1.13,2.46,ml,5,135,0.001327,0.04,hv,hv70319881,2018-06-25T19:02:27.280Z,"2km WSW of Volcano, Hawaii",earthquake,0.95,0.24,0.35,13,automatic,hv,hv
2018-06-25T18:52:44.070Z,19.4230003,-155.2606659,0.45,2.73,ml,16,115,0.0002613,0.28,hv,hv70319871,2018-06-25T18:58:28.360Z,"2km WSW of Volcano, Hawaii",earthquake,0.59,0.3,0.51,15,automatic,hv,hv
2018-06-25T18:52:42.960Z,19.4153328,-155.2646637,1.28,2.74,ml,23,60,0.005553,0.17,hv,hv70319876,2018-06-25T18:58:38.020Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.19,0.44,18,automatic,hv,hv
2018-06-25T18:52:28.220Z,19.427,-155.2949982,0.27,2.65,ml,13,74,0.007005,0.16,hv,hv70319866,2018-06-25T18:58:12.340Z,"6km W of Volcano, Hawaii",earthquake,0.38,0.32,0.51,19,automatic,hv,hv
2018-06-25T18:48:29.550Z,19.3945007,-155.2680054,0.5,2.65,ml,28,44,0.004162,0.27,hv,hv70319861,2018-06-25T18:54:10.180Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.2,0.53,23,automatic,hv,hv
2018-06-25T18:45:36.700Z,19.3978329,-155.2765045,1.01,3.19,ml,36,40,0.003648,0.23,hv,hv70319856,2018-06-25T19:36:15.040Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.21,3.47,31,automatic,hv,hv
2018-06-25T18:44:37.680Z,19.4066658,-155.2805023,0.01,2.65,ml,38,27,0.01145,0.25,hv,hv70319846,2018-06-25T18:50:16.510Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.19,2.97,29,automatic,hv,hv
2018-06-25T18:42:19.670Z,19.4650002,-155.2886658,-0.33,2.8,ml,9,287,0.0446,0.21,hv,hv70319836,2018-06-25T18:48:02.210Z,"6km NW of Volcano, Hawaii",earthquake,1.02,0.46,0.54,10,automatic,hv,hv
2018-06-25T18:40:03.390Z,19.4133339,-155.2641602,0.44,2.65,ml,27,81,0.004229,0.19,hv,hv70319826,2018-06-25T18:45:43.730Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.24,0.46,16,automatic,hv,hv
2018-06-25T18:34:48.860Z,19.399334,-155.2660065,0.68,2.77,ml,18,78,0.001087,0.3,hv,hv70319801,2018-06-25T18:40:31.200Z,"4km SW of Volcano, Hawaii",earthquake,0.43,0.29,0.33,12,automatic,hv,hv
2018-06-25T18:34:21.990Z,19.4074993,-155.2850037,1.63,2.47,ml,9,207,0.01015,0.14,hv,hv70319796,2018-06-25T18:40:01.110Z,"5km WSW of Volcano, Hawaii",earthquake,1.16,0.4,0.37,14,automatic,hv,hv
2018-06-25T18:32:13.420Z,19.399334,-155.2689972,-0.06,2.74,ml,45,45,0.003002,0.32,hv,hv70319786,2018-06-25T18:37:53.240Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.26,2.77,30,automatic,hv,hv
2018-06-25T18:29:07.250Z,19.3850002,-155.2655029,-0.02,2.48,ml,23,57,0.01286,0.31,hv,hv70319776,2018-06-25T18:34:48.530Z,"5km SSW of Volcano, Hawaii",earthquake,0.34,0.28,0.37,12,automatic,hv,hv
2018-06-25T18:25:59.390Z,19.4161667,-155.2763333,0.29,3.25,ml,19,46,0.007477,0.1,hv,hv70319766,2018-06-25T23:54:44.031Z,"4km W of Volcano, Hawaii",earthquake,0.16,0.16,0.147,10,reviewed,hv,hv
2018-06-25T18:25:21.480Z,19.5296669,-155.4613342,-1.87,2.57,ml,7,94,0.07545,0.16,hv,hv70319761,2018-06-25T18:31:11.420Z,"25km WNW of Volcano, Hawaii",earthquake,0.7,1.6,3.73,12,automatic,hv,hv
2018-06-25T18:25:16.430Z,19.4261665,-155.2743378,0.57,2.95,ml,41,42,0.003366,0.25,hv,hv70319756,2018-06-25T18:31:03.040Z,"3km W of Volcano, Hawaii",earthquake,0.29,0.16,3.03,28,automatic,hv,hv
2018-06-25T18:25:12.330Z,19.3946667,-155.2618408,-0.47,2.87,ml,23,63,0.00532,0.25,hv,hv70319751,2018-06-25T18:30:53.110Z,"4km SSW of Volcano, Hawaii",earthquake,0.2,0.21,2.91,31,automatic,hv,hv
2018-06-25T18:20:49.030Z,19.3950005,-155.2734985,0.41,2.78,ml,27,42,0.0003902,0.27,hv,hv70319736,2018-06-25T18:26:29.690Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.22,0.43,15,automatic,hv,hv
2018-06-25T18:18:39.570Z,19.4153333,-155.2785,0.5,3.37,ml,19,55,0.005768,0.07,hv,hv70319731,2018-06-25T22:29:40.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.14,0.15,0.168,13,reviewed,hv,hv
2018-06-25T18:16:31.490Z,19.413166,-155.2740021,0.8,3.32,ml,52,24,0.01053,0.24,hv,hv70319726,2018-06-25T22:15:05.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.2,3.39,35,automatic,hv,hv
2018-06-25T18:15:23.100Z,19.4153328,-155.281662,-0.11,2.54,ml,21,67,0.003263,0.18,hv,hv70319721,2018-06-25T18:21:03.700Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.16,0.37,17,automatic,hv,hv
2018-06-25T18:13:37.240Z,19.2064991,-155.4199982,33.26,2.86,ml,45,153,0.03746,0.19,hv,hv70319716,2018-06-25T22:09:49.040Z,"6km E of Pahala, Hawaii",earthquake,0.54,0.8,3.43,33,automatic,hv,hv
2018-06-25T18:13:10.440Z,19.1993332,-155.4306641,32.75,2.87,ml,22,159,0.04923,0.18,hv,hv70319711,2018-06-25T18:19:32.450Z,"5km E of Pahala, Hawaii",earthquake,0.76,1.3,3.77,26,automatic,hv,hv
2018-06-25T18:09:15.470Z,19.3929996,-155.2806702,1.4,2.74,ml,14,123,0.006509,0.06,hv,hv70319681,2018-06-25T18:14:59.990Z,"6km SW of Volcano, Hawaii",earthquake,0.62,0.22,0.4,15,automatic,hv,hv
2018-06-25T18:08:24.900Z,19.4138336,-155.2754974,0.17,2.78,ml,24,76,0.008966,0.33,hv,hv70319676,2018-06-25T18:14:07.310Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.23,0.22,7,automatic,hv,hv
2018-06-25T17:58:03.260Z,19.4016666,-155.2745056,1.01,2.64,ml,31,39,0.006318,0.14,hv,hv70319641,2018-06-25T18:03:42.770Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.19,0.37,18,automatic,hv,hv
2018-06-25T17:55:54.060Z,19.3738327,-155.0291595,0.45,2.74,ml,10,228,0.05185,0.28,hv,hv70319631,2018-06-25T18:01:36.070Z,"15km SW of Leilani Estates, Hawaii",earthquake,1.82,0.77,0.19,6,automatic,hv,hv
2018-06-25T17:50:40.250Z,19.4206657,-155.2818298,0.65,2.76,ml,17,70,0.003675,0.16,hv,hv70319606,2018-06-25T17:56:22.450Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.15,0.34,14,automatic,hv,hv
2018-06-25T17:48:23.260Z,19.4020004,-155.2684937,0.2,2.82,ml,44,34,0.004402,0.24,hv,hv70319601,2018-06-25T17:54:02.610Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.15,2.84,32,automatic,hv,hv
2018-06-25T17:46:03.500Z,19.4009991,-155.2843323,-0.16,2.9,ml,27,68,0.01154,0.33,hv,hv70319591,2018-06-25T17:51:43.690Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.27,0.35,15,automatic,hv,hv
2018-06-25T17:45:02.120Z,19.420166,-155.2566681,0.58,2.97,ml,21,98,0.004941,0.16,hv,hv70319586,2018-06-25T18:00:08.815Z,"2km WSW of Volcano, Hawaii",earthquake,0.23,0.12,0.4,13,automatic,hv,hv
2018-06-25T17:44:02.460Z,19.4233341,-155.2756653,0.59,2.73,ml,29,43,0.002299,0.34,hv,hv70319581,2018-06-25T17:55:35.121Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.21,0.43,17,automatic,hv,hv
2018-06-25T17:43:34.440Z,19.3396664,-155.309494,-0.31,2.66,ml,14,297,0.05217,0.2,hv,hv70319576,2018-06-25T17:49:14.530Z,"12km SW of Volcano, Hawaii",earthquake,1.11,0.47,0.67,21,automatic,hv,hv
2018-06-25T17:41:29.020Z,-13.0021,45.6938,10,5.2,mb,,51,6.161,1.15,us,us1000f1d4,2018-06-25T18:28:21.466Z,"50km ESE of Pamandzi, Mayotte",earthquake,10.5,1.8,0.073,62,reviewed,us,us
2018-06-25T17:40:15.470Z,19.4090004,-155.2593384,0.02,2.72,ml,31,47,0.003112,0.27,hv,hv70319566,2018-06-25T17:45:57.590Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.22,2.56,28,automatic,hv,hv
2018-06-25T17:39:46.340Z,19.3991661,-155.2823334,-0.1,2.62,ml,12,190,0.01429,0.15,hv,hv70319561,2018-06-26T01:42:17.222Z,"5km SW of Volcano, Hawaii",earthquake,0.39,0.22,0.54,24,automatic,hv,hv
2018-06-25T17:37:49.700Z,19.4251671,-155.2588348,0.72,2.53,ml,9,165,0.002905,0.24,hv,hv70319546,2018-06-25T17:43:30.880Z,"2km WSW of Volcano, Hawaii",earthquake,0.49,0.34,0.41,16,automatic,hv,hv
2018-06-25T17:36:27.970Z,19.395834,-155.2660065,0.42,2.56,ml,17,81,0.002396,0.09,hv,hv70319536,2018-06-26T01:39:03.402Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.12,0.45,14,automatic,hv,hv
2018-06-25T17:28:13.010Z,19.392334,-155.2711639,1.22,2.67,ml,11,82,0.003819,0.1,hv,hv70319506,2018-06-25T17:33:54.390Z,"5km SW of Volcano, Hawaii",earthquake,0.32,0.21,0.44,9,automatic,hv,hv
2018-06-25T17:26:31.700Z,19.4213333,-155.2731628,0.2,2.96,ml,41,42,0.005387,0.35,hv,hv70319501,2018-06-26T01:29:09.265Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.15,2.79,23,automatic,hv,hv
2018-06-25T17:23:41.090Z,19.4166667,-155.2786667,0.34,3.53,ml,16,73,0.00522,0.09,hv,hv70319491,2018-06-25T22:33:39.442Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.16,5,6,reviewed,hv,hv
2018-06-25T17:23:27.130Z,19.3998333,-155.2741667,0.54,3.66,md,22,54,0.004469,0.07,hv,hv70319496,2018-06-25T22:45:06.300Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.032,4,reviewed,hv,hv
2018-06-25T17:21:25.800Z,19.4106674,-155.2793274,0.34,3.19,ml,49,27,0.008287,0.31,hv,hv70319486,2018-06-26T01:24:03.475Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.14,3.13,33,automatic,hv,hv
2018-06-25T17:19:48.800Z,19.4126663,-155.2671661,0.52,3,ml,40,36,0.006904,0.23,hv,hv70319481,2018-06-26T01:22:19.722Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.15,2.85,32,automatic,hv,hv
2018-06-25T17:16:25.380Z,19.4028339,-155.2595062,0.68,3.4,ml,35,57,0.007669,0.17,hv,hv70319476,2018-06-25T18:03:13.290Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.18,3.17,19,automatic,hv,hv
2018-06-25T17:14:28.520Z,19.4113331,-155.2681732,1.08,2.76,ml,34,54,0.007866,0.39,hv,hv70319471,2018-06-26T01:17:07.727Z,"3km SW of Volcano, Hawaii",earthquake,0.38,0.19,0.46,16,automatic,hv,hv
2018-06-25T17:13:52.470Z,19.4143333,-155.2668304,0.95,2.76,ml,18,75,0.006933,0.15,hv,hv70319466,2018-06-25T17:19:32.410Z,"3km WSW of Volcano, Hawaii",earthquake,0.3,0.34,0.41,16,automatic,hv,hv
2018-06-25T17:11:22.970Z,19.3948326,-155.2636719,0.21,2.61,ml,28,58,0.004058,0.18,hv,hv70319456,2018-06-25T17:17:04.590Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.18,0.48,18,automatic,hv,hv
2018-06-25T17:11:03.690Z,19.4405,-68.2435,105,3.4,md,6,240,1.7145,0.31,pr,pr2018176004,2018-06-25T18:26:43.199Z,"96km N of Punta Cana, Dominican Republic",earthquake,5.09,6.41,0.05,6,reviewed,pr,pr
2018-06-25T16:52:36.480Z,19.3946667,-155.2706604,0,2.79,ml,31,44,0.002901,0.33,hv,hv70319406,2018-06-25T16:59:32.000Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.26,0.54,14,automatic,hv,hv
2018-06-25T16:51:19.400Z,19.4023342,-155.2646637,0.4,2.89,ml,42,36,0.004271,0.36,hv,hv70319396,2018-06-25T16:57:02.610Z,"4km SW of Volcano, Hawaii",earthquake,0.35,0.23,2.87,31,automatic,hv,hv
2018-06-25T16:49:22.780Z,19.4050007,-155.2640076,1.64,2.57,ml,36,36,0.00699,0.17,hv,hv70319386,2018-06-25T16:55:03.150Z,"3km SW of Volcano, Hawaii",earthquake,0.25,0.22,0.39,16,automatic,hv,hv
2018-06-25T16:48:49.720Z,19.4091663,-155.2254944,1.17,2.86,ml,11,161,0.03258,0.25,hv,hv70319381,2018-06-25T16:54:29.980Z,"2km SSE of Volcano, Hawaii",earthquake,0.89,1.67,0.43,15,automatic,hv,hv
2018-06-25T16:46:27.170Z,19.3431664,-155.0773315,6.43,2.77,ml,10,239,0.04667,0.12,hv,hv70319371,2018-06-25T16:52:08.670Z,"18km S of Fern Acres, Hawaii",earthquake,1.74,3.02,2.1,11,automatic,hv,hv
2018-06-25T16:42:08.130Z,19.4134998,-155.2746735,0.79,2.7,ml,39,42,0.009811,0.24,hv,hv70319366,2018-06-25T16:47:50.270Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.19,3.07,27,automatic,hv,hv
